lat,lon,external_id,title,price,rooms,baths,area,purpose,rent_frequency,location
24.710802651661,46.677434048698,87687192,Two master bedrooms suite - Superior,195000.0,2,2,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.711001813455,46.677234806701,87690222,Classic one-bedroom apartment | Rear view,105000.0,1,2,1600.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.711026173266,46.677236668195,87690227,Classic one-bedroom apartment | Interior view,100000.0,1,2,1600.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710986660297,46.677264709361,87690241,Classic one-bedroom apartment | Overlooking Al-Ulya,110000.0,1,2,1600.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.76336450776,46.784594894414,87831278,"3 Bedroom Apartment For Rent in King Faisal, Riyadh",45000.0,3,2,750.0,for-rent,yearly,KSA > Riyadh > East Riyadh > King Faisal
24.795021460867,46.613345842649,87817011,"Apartment for rent in Al Malqa, North Riyadh",83000.0,3,3,115.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Malqa
24.802318502829,46.7950701409,87828898,"Studio Apartment For Rent in Ishbiliyah, Riyadh",4500.0,1,1,40.0,for-rent,monthly,KSA > Riyadh > East Riyadh > Ishbiliyah
24.777312639398,46.762031616416,87812483,Comfortable family studio,22000.0,0,1,20.0,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Hamra
24.801614492162,46.74944192987,87772903,Apartment in East Riyadh，Ghirnatah 1 bedroom 3500 SAR - 87772903,3500.0,1,1,20.0,for-rent,monthly,KSA > Riyadh > East Riyadh > Ghirnatah
24.801565032464,46.749377929338,87837581,Apartment with a special design,3500.0,1,1,20.0,for-rent,monthly,KSA > Riyadh > East Riyadh > Ghirnatah
24.808072004355,46.800985240944,87837558,"Studio apartment for rent in Al-Yarmouk, Riyadh",21000.0,0,1,40.0,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Yarmuk
24.678881130825,46.728395733507,87834352,"1 Bedroom Apartment For Rent in Al Malaz, Riyadh",5300.0,1,1,60.0,for-rent,monthly,KSA > Riyadh > Central Riyadh > Al Malaz
24.796298179876,46.62081516328,87816390,"2 Bedroom Apartment For Rent in Al Malqa, Riyadh",60000.0,2,1,110.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Malqa
24.74432328954,46.613600354618,87782373,"Apartment For Rent in Al Nakheel, Riyadh",11990.0,2,2,80.0,for-rent,monthly,KSA > Riyadh > North Riyadh > Al Nakhil
24.830948863808,46.756263905143,87712474,"4 Bedroom Apartment For Rent in Al Munsiyah, Riyadh",75000.0,4,3,153.0,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Munsiyah
24.737867876454,46.615898116184,87740420,Brand New Apartment for Monthly & Yearly Rent – Al Nakheel | STAY At Aghna,110880.0,2,1,1765.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Nakhil
24.828338981406,46.645378386006,87780267,Modern Living Starts Here – Stay at Al Majdiah,7900.0,2,3,90.0,for-rent,monthly,KSA > Riyadh > North Riyadh > Al Yasmin
24.649342587523,46.714856688055,87808360,Apartment for rent in Al Murabba neighborhood,2700.0,0,1,1400.0,for-rent,monthly,KSA > Riyadh > Central Riyadh > Al Murabba
