name,lat,lon,address,category,types,rating
الحلم السامي للعطور,24.66380389999999,46.70382960000001,7501 طريق الملك فيصل، المربع، الرياض 12612 3520،,Shopping Malls,"shopping_mall,point_of_interest,establishment",4
شركة اناء الجزيرة التجارية,24.6517368,46.707629,"2727 Al Washm Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
ORO SQUARE By Alsaedan,24.6668994,46.6951133,"MM8W+Q25, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.6
شركة الثنيان الدولية,24.6662325,46.7020243,"King Faisal Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
مؤسسة دقة التحكم الطبية,24.6532981,46.7092233,"MP35+8M9, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.7
E-commerce,24.654317,46.7107299,Riyadh,Shopping Malls,"shopping_mall,point_of_interest,establishment",
Nojoud Mall,24.6667819,46.6874759,"شارع جابر بن عبدالله،, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.6
FashFlare,24.6667365,46.6873375,"Jabir Ibn Abdullah, MM8P+MWW, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
Oro_lamy,24.6663968,46.6867796,"MM8P+HP2, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.6
Marketing Yarmouk factory Modern Center,24.6662271,46.70709219999999,"مقابل الغرفة التجارية الرئيسية, Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, الأمير, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.2
مجمع الرصيص,24.6675246,46.70725059999999,"6327 Prince Abdulaziz Ibn Musaid Ibn Jalawi Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.2
السوق الطبي,24.6688024,46.70642600000001,"Al Bariz, MP94+GMR, Riyadh",Shopping Malls,"shopping_mall,hospital,point_of_interest,health,establishment",
KFC,24.62540690000001,46.6889225,"Shemesi St, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
مطعم مشويات المزيد,24.616196,46.68937679999999,"Al Madina Al Munawwarah Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.1
Herfy,24.6131416,46.6820341,"JM7J+7R3, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.8
Lapaz Batchoy Shumaisi,24.6299614,46.6913507,"Al Imam Turki Ibn Abd Allah Ibn Muhammad, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.3
Al Tazaj,24.6057825,46.7061672,"طريق الملك فهد الفرعي عتيقة،, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
KFC,24.6096844,46.71070839999999,"Manfouhah, الرياض",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Domino's Pizza دومينوز بيتزا,24.603647,46.704694,"3469 Al Aam St, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",4.1
Maestro Pizza,24.60386579999999,46.7056246,"السويدي، 3543 شارع السويدي العام،،, الرياض",Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",4
McDonald's,24.601027,46.69856499999999,"Qaser Mall, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.8
Bahrya,24.5993098,46.69268950000001,"Al Souweidi Al Aam, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Subway,24.59907999999999,46.698334,"8043 Main Street, Block #3543 Al-Suwaidi, الرياض",Restaurants,"restaurant,point_of_interest,food,establishment",3.7
Domino's Pizza دومينوز بيتزا,24.634129,46.67618299999999,"2115 Amr Ibn Al Aas St, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",4
KFC,24.5962469,46.6817783,"Al Souweidi Al Aam, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
McDonald's,24.595997,46.681119,"Al Souweidi, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3.8
Al-Jarradiyah,24.617923,46.69658809999999,"JMHV+R3J, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",
مطعم نصيل التاج ( اتراك ),24.6177236,46.6962444,RBGB4643، 4643 طريق المدينة المنورة، 8135، حي الجرادية، الرياض 12771،,Restaurants,"restaurant,point_of_interest,food,establishment",4.1
Sultan Restaurant,24.617891,46.6951779,"Al Madina Al Munawwarah Road, JM9W+533, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.7
Restaurant,24.6178856,46.69517929999999,"Al Madina Al Munawwarah Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4.6
Restaurant Awais Khalid,24.6178734,46.69518189999999,"Al Madina Al Munawwarah Road, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",5
Krispy Kreme,24.6254375,46.68893749999999,"F, Samahat Al Shaikh Abdulaziz, Samahat Ash Shaikh Abdulaziz Ibn Baz St, Front of Shemicy Hospital, Riyadh",Restaurants,"cafe,bakery,store,point_of_interest,food,establishment",4
Starbucks,24.600466,46.697815,"Al Qasr Mall, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.1
ماما بنز كافيه | MammaBunz Cafe‏,24.6002656,46.6963474,"Al-Qasr Mall, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",4.4
Ko Coffee,24.6310861,46.6763501,"الامير سطام بن عبدالعزيز، حي عليشة, JMJG+CGQ, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.1
كافيه آصل الحلا 24 Origin of Sweetness Cafe,24.6181137,46.6976288,Riyadh,Restaurants,"cafe,store,point_of_interest,food,establishment",4.3
عصاير السفياني,24.61913789999999,46.692442,"JM9R+MX4, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.3
مقهي شرق القاش,24.6173042,46.69237869999999,"RBBA3778، 3778 المدينه المنوره، 6509، حي البديعة, Riyadh 12747, الرياض",Restaurants,"cafe,store,point_of_interest,food,establishment",5
جنبة الحبش,24.6168854,46.692099,"Abdul Aziz Al Qahimi, JM8R+QR5, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",3.5
عصيرات مذهلة,24.6153148,46.7006921,"JP82+47G, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.3
Assa Cafe,24.6150961,46.6877225,"Al Madina Al Munawwarah Road, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.6
MOHAMED MURTADA MUDAWI ALI,24.6125869,46.7024893,"JP72+2XQ, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",
الخلطة الخاصة للعصائر و المشروبات,24.6150493,46.68752799999999,"RBBA3755، 3755 ابن السني، 7236, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",5
Sari,24.6211185,46.70551210000001,"King Fahd Road, JPC4+C7R, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",3.8
Mezaj Najdi Cafe مزاج نجدي,24.6243769,46.68718440000001,Riyadh,Restaurants,"cafe,point_of_interest,food,establishment",4.5
كشك(جافا تايم) داخل برج النساءوالولادة,24.6274486,46.69034219999999,"3551 Al Imam Abd Al Aziz Ibn Muhammad Ibn Saoud, 7614, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",3.7
dr.CAFE COFFEE | د.كيف كافيه,24.6270614,46.6896369,"Pediatric Clinic, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.5
CEFETARIA,24.6286476,46.6924578,"3725 Al Imam Abd Al Aziz Ibn Muhammad Ibn Saoud, 7774, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",
Java Cafe,24.6281743,46.6910667,"Samahat Ash Shaikh Abdulaziz Ibn Baz Street, JMHR+7C8, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",3.9
La Caverna Cafe,24.6206018,46.70764889999999,"7808 سلام, Al Salam, 7808 سلام، 2369, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",1
Rathath Es,24.616188,46.70996499999999,"11531 Prince Abdullah Ibn Abdulrahman Ibn Faisal, Riyadh",Other Stores,"park,general_contractor,home_goods_store,point_of_interest,store,establishment",4
Al-Sannat for Luggage,24.6277022,46.7075747,"شارع العطايف، الديرة،, Riyadh",Other Stores,"point_of_interest,store,establishment",4.1
مؤسسة أطياف العروسة,24.6191953,46.69974619999999,"Al Madina Al Munawwarah Road, JM9X+MVH, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",4
Asbalh household utensils,24.6238451,46.69754620000001,"2534 As Sibalah, Riyadh",Other Stores,"point_of_interest,store,establishment",4
Yazidi Foundation Christalat,24.6243846,46.7000454,"4537 السبالة، الشميسي، الرياض 12745 7301 As Sibalah, Riyadh",Other Stores,"home_goods_store,point_of_interest,store,establishment",5
محمد عبدالرحمن المنيعي لتجارة الأواني المنزلية,24.6246327,46.7009798,"As Sibalah, Riyadh",Other Stores,"furniture_store,home_goods_store,point_of_interest,store,establishment",3.9
AL MOUBTAKER CENTER,24.6251304,46.70209209999999,"4746 السبالة - حي, Riyadh",Other Stores,"home_goods_store,point_of_interest,store,establishment",4.1
شركة باصرة للاواني المنزلية Basurrah Campany,24.6252151,46.7030819,"4837 As Sibalah, Riyadh",Other Stores,"home_goods_store,point_of_interest,store,establishment",3.8
معرض العالمي للاثاث اسواق بن دايل,24.6147135,46.7059484,"5621 Khalid Ibn Uday, Riyadh",Other Stores,"furniture_store,home_goods_store,point_of_interest,store,establishment",3.7
مفرشات مكيت ثيل,24.6147612,46.7061314,"5645 Khalid Ibn Uday, Riyadh",Other Stores,"furniture_store,home_goods_store,point_of_interest,store,establishment",3.8
Petromin Express,24.62387,46.685447,"Riyadh Samahat Al Sheikh Abd Al Aziz Bin Baz Street, الرياض",Other Stores,"car_wash,car_repair,point_of_interest,store,establishment",4.1
Cone Zone,24.6208206,46.7082379,"7808 سلام, Riyadh",Restaurants,"food,point_of_interest,store,establishment",4
المتجر السعودي ، مؤسسة نوران الشرق للتجارة,24.6137677,46.7077499,"King Fahd Road, Riyadh",Other Stores,"point_of_interest,store,establishment",3.6
عبداللطيف للمعلومات,24.6136175,46.7078188,"2216 6995, Saudi, الرياض",Electronics,"electronics_store,point_of_interest,store,establishment",4.8
كاميرات مراقبة,24.6135722,46.7078681,"King Fahd Road, Riyadh",Electronics,"electronics_store,point_of_interest,store,establishment",4.1
Himalayan Salt,24.62696099999999,46.706062,"مركز التعمير للجملة, King Fahad Branch Road, Riyadh",Other Stores,"store,point_of_interest,establishment",4
حلويات بازهير,24.6266762,46.70812490000001,"As Sibalah, Riyadh",Restaurants,"food,point_of_interest,store,establishment",4
Kitchen Iteams market riyadh,24.6093333,46.707504,"King Fahd Road, طريق مركز اتحاد السباله الرياض, Riyadh",Other Stores,"home_goods_store,point_of_interest,store,establishment",4.5
شركة محمد سعيد بالبيد التجارية للمواد الغذائية بالجملة,24.5993933,46.707459,"Abi Zakariya Ibn Al Awwam, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
اسواق العثيم | Othaim Markets,24.616112,46.689918,"حي, Al Madina Al Munawwarah Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.2
Carrefour,24.6007715,46.69906469999999,"Al Qasr Mall, As Suwaidi Al Am, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
تموينات عائشه,24.6175255,46.6953133,"4549 Al Madina Al Munawwarah Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
بقاله عسير,24.6210902,46.6973754,"Assir Street, JMCW+CXJ, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
بقاله 24 ساعه.,24.6204294,46.69871269999999,"RBGD6845, 4416 Al Oumraniah, حي الشميسي, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.6
SUPERMARKET 805,24.6173984,46.6929483,"Al Madina Al Munawwarah Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
تموينات وبقالة اريج مرعي,24.6218719,46.6982125,"حي, Assir Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",5
تمونات وادي الإنجاز,24.6146303,46.6933745,JM7V+V85,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
تموينات,24.6244976,46.6950156,"Assir Street, JMFW+Q2R, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.8
Al Maha Groceries,24.6178626,46.7032044,"Assir Street, JP93+47W, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
تموينات,24.6185112,46.68597659999999,"3121 ال مرشد, 6622, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
تموينات شركة السبيعي للمواد الغذائية,24.62430780000001,46.687088,"7257 Samahat Ash Shaikh Abdulaziz Ibn Baz Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
السيارة,24.62863480000001,46.6932452,"حي, RBGA7755, 7755 العمادي، 3850, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
تموينات فلاح نايف الشمري للمواد الغذائية,24.6286777,46.6932759,"حي, شارع العمادي, Riyadh",Restaurants,"grocery_or_supermarket,supermarket,store,point_of_interest,food,establishment",3.6
تموينات هذال سليمان عبدالله الشرادين,24.62021550000001,46.6847984,"6812 Mousa Al Mousali, 2991, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
تموينات منوه الجزيره,24.6234778,46.6858139,"RBBA3091، 3091 سماحة الشيخ عبدالعزيز بن باز، 7161, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
Asian Supermarket,24.6294266,46.6934767,"3856 العمادي, 7840, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.3
Jonquil,24.6067599,46.70585469999999,"طريق الملك فهد الفرعي, JP44+P85, Riyadh",Shopping Malls,"clothing_store,shopping_mall,store,point_of_interest,establishment",3.7
MARYNA SOCKS,24.61838400000001,46.6965396,"Abdul Aziz Ibn Zaid, JM9W+9J3, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
خمسة عالم الاسعار فرع الجراديه,24.6183403,46.69680760000001,"Al Madina Al Munawwarah Road, JM9W+8J9, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
مكتبة مسطرة القلم للقرطاسية,24.6178535,46.6968667,"Al Madina Al Munawwarah Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
مؤسسة هياء شديد للملابس والاكسسوارات,24.6179488,46.6972338,"حي, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
ملامح الخليج للكماليات والملابس فرع الجرادية,24.6180197,46.69734320000001,"حي, Al Madina Al Munawwarah Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
صالح بن جبر للغازات والاجهزة الالكترونيه,24.6209691,46.69724220000001,صالح بن جبر للغازات والاجهزة الالكترونيه، الرياض شارع عسير، الشميسي، الرياض 12652,Shopping Malls,"shopping_mall,point_of_interest,establishment",3.7
مؤسسة الخنبشي لأدوات المطابخ والمطاعم والفنادق,24.6237083,46.6975946,"7214-7192 Al Oumraniah, Riyadh",Shopping Malls,"shopping_mall,store,point_of_interest,establishment",4.3
