Name,Subtype,Latitude,Longitude
Al Musafer Shisha Place,cafe,24.81886,46.825731
Alatlal Shisha Cafe,cafe,24.818749,46.825878
Al Atlal Shisha Cafe,cafe,24.877513,46.589957
بيتزاهت,restaurant,24.795307,46.742481
بيتزا هت,restaurant,24.800434,46.739909
هوت دوق اكسبرس,restaurant,24.800451,46.739647
OULU Lounge,restaurant,24.710441,46.663141
دكتور كيف,cafe,24.779848,46.731259
Herfy Bakeshop,bakery,24.76039,46.656169
كافيه دي جاردن,cafe,24.802743,46.716512
ارببكا,cafe,24.637205,46.693133
Starbucks,cafe,24.705026,46.679202
واينز كوفي,cafe,24.675876,46.675654
Al Masaa Cafe,cafe,24.713579,46.672073
Fairouz Garden,restaurant,24.708005,46.675289
مولتن,cafe,24.674297,46.668379
فرشي,restaurant,24.674169,46.66839
مايسترو بيتزا,restaurant,24.674297,46.668217
عالخفيف,restaurant,24.684345,46.791162
McDonald's,fast_food,24.7616,46.673474
LESS Cafe,cafe,24.833129,46.637143
إيهوب,restaurant,24.778012,46.733738
جافا تايم,cafe,24.760525,46.672715
جاي كو,cafe,24.752977,46.584153
Al-Rajhi Bank Operations Center Cafeteria,restaurant,24.75242,46.63106
مخبز تميس,bakery,24.584189,46.686784
مطعم انار كلي,restaurant,24.579005,46.81865
Domino's Pizza - دومينوز بيتزا,fast_food,24.779784,46.787769
البيك,fast_food,24.632852,46.565268
بيت الشاورما,fast_food,24.57408,46.608613
Coffee Tale,cafe,24.782163,46.706392
Reboot,cafe,24.794688,46.657945
Charcoza Grill,restaurant,24.779952,46.693927
Octane,cafe,24.78251,46.704965
بول,restaurant,24.780846,46.697403
McDonalds,fast_food,24.761693,46.798591
Unnamed,restaurant,24.653147,46.586287
Richard Coffee,cafe,24.653198,46.583776
Unnamed,fast_food,24.653396,46.574409
Lorca,cafe,24.771419,46.720046
فطور فارس,cafe,24.67542,46.668188
Unnamed,restaurant,24.653296,46.579988
مندي الرياض,restaurant,24.812414,46.626354
Ritual,restaurant,24.697574,46.687515
Tutti Cafe,cafe,24.697475,46.687292
Fire Grill,restaurant,24.698159,46.686906
Soho Club,restaurant,24.698188,46.687094
Embers,restaurant,24.698521,46.68749
Starbucks,cafe,24.698772,46.690004
Paul,restaurant,24.697339,46.686585
Shake Shack,fast_food,24.699798,46.692665
Manoosha,restaurant,24.745721,46.619627
Subway,fast_food,24.745567,46.619835
سنشري برجر,restaurant,24.746051,46.619261
Quiznos Sub,fast_food,24.744886,46.620597
Abu Haitham Shisha 24hrs,cafe,24.882827,46.587688
Unnamed,restaurant,24.826676,46.795935
Bab al Yemen,restaurant,24.736604,46.574649
Al Najd Village,restaurant,24.736086,46.575238
مطعم فول ورز بخاري,restaurant,24.611111,46.860874
دانكن دونتس,fast_food,24.664282,46.682524
ستاربكس,cafe,24.663813,46.683033
عالخفيف,fast_food,24.664578,46.6824
Domino's,fast_food,24.664422,46.68247
دانكن دونتس,fast_food,24.674241,46.668386
دانكن دوناتس,fast_food,24.676198,46.675434
دانكن دونتس,fast_food,24.65521,46.6881
دانكن دونتس,fast_food,24.680713,46.694596
دانكن دوناتس,fast_food,24.661856,46.701111
دانكن دوناتس,fast_food,24.68237,46.787455
دانكن دوناتس,fast_food,24.686163,46.794576
Malaz,restaurant,24.678208,46.727811
dose Cafe,cafe,24.807601,46.617003
Rolllands Coffee,cafe,24.75247,46.721168
Boga Superfoods,fast_food,24.807599,46.61817
جافا تايم,cafe,24.746812,46.654916
kayl Association for Obesity,cafe,24.729389,46.641465
THOUB Coffee,cafe,24.688442,46.77882
مطعم الناضج,restaurant,24.787102,46.746418
شيوخ بني خالد,cafe,24.788906,46.743305
Gloria Jean's Coffee,cafe,24.807219,46.616668
The Lamb Shack,restaurant,24.793833,46.654755
Vintage Specialty Coffee,cafe,24.793052,46.653403
White Garden Cafe,cafe,24.694785,46.683437
Kiva Han Cafe,cafe,24.793945,46.655717
اوبليزر,cafe,24.739431,46.646377
مطعم مشاغيث,restaurant,24.817417,46.732965
Father Salt Cafe,cafe,24.828881,46.682687
Najd Village,restaurant,24.812958,46.647259
شريمبلس,restaurant,24.818086,46.642557
Original Coffee,cafe,24.793805,46.645128
Em Sherif Cafe,cafe,24.731336,46.649417
Draft Cafe,cafe,24.737308,46.630316
تومسون,cafe,24.804792,46.608772
Starbucks,cafe,24.734208,46.697437
Coffe Day,cafe,24.734169,46.697302
Nano Kitchen,restaurant,24.734004,46.697447
coffee day cafe,cafe,24.863204,46.588361
bakery123,bakery,24.858315,46.593637
Starbucks,cafe,24.85843,46.593574
Greenberry's Cafe Al Malqa,cafe,24.809401,46.61883
North Coffee,cafe,24.784895,46.634688
Karak Habitat,cafe,24.809129,46.618554
الزعتر البري,restaurant,24.804064,46.694124
كاريبو كافيه,cafe,24.748431,46.745262
ركن السنافي للشورما,restaurant,24.689808,46.764393
مطعم كمون البخاري,restaurant,24.685188,46.766769
مطعم الربوة مضغوط مندي,restaurant,24.687793,46.765759
فوال الخرطوم,restaurant,24.688797,46.764801
مطعم ترمز البخاري,restaurant,24.683677,46.767386
كرك جدي,fast_food,24.896884,46.907826
بروكلي,fast_food,24.896054,46.908036
مطعم بخاري,restaurant,24.896207,46.908248
وقت العصير,fast_food,24.896728,46.907951
برغرايزر,fast_food,24.895727,46.907595
سينابون,fast_food,24.896815,46.907881
الرومانسية,restaurant,24.896401,46.908285
ماما بنز كافيه,cafe,24.896597,46.908112
المهرجان كافية,cafe,24.649272,46.706387
Najd village,restaurant,24.691208,46.672593
إيت مي برجر,fast_food,24.777743,46.707166
برو٩٢,cafe,24.816898,46.687688
ايغساكتلي,restaurant,24.817108,46.687565
Unnamed,cafe,24.629572,46.712072
Gloria Jeans coffee,cafe,24.706377,46.675311
اسواق العثيم,fast_food,24.8278,46.8104
اسواق العثيم,fast_food,24.8292,46.8115
Tiny Bird cafe تايني بيرد كافيه,cafe,24.861858,46.633866
دانكن دونتس,cafe,25.0749,46.7131
مطعم,restaurant,25.0748,46.7116
latifa hospital ,cafe,24.636452,46.711763
latifa bakery ,bakery,24.636899,46.712278
latifa restaurant,restaurant,24.636887,46.711897
Shimmers,restaurant,24.767003,46.659378
Topkapi Turkish Restaurant,restaurant,24.767382,46.659754
Amaly Indian Restaurant,restaurant,24.766774,46.659607
Mizo Eatery,restaurant,24.767318,46.659486
Margherita Italian Restaurant,restaurant,24.767255,46.659281
Karmello Chocolatier cafe and Restaurant,cafe,24.76699,46.659866
Aldhna Maqluba Restaurant,fast_food,24.788912,46.62041
Fabrica de Cafe,cafe,24.766456,46.623683
كرتيكل,cafe,24.649068,46.551206
Gold Sushi Club,restaurant,24.752734,46.624943
فوال عربة الفول,restaurant,24.8271,46.7963
مطعم حنيذ الجنوب,restaurant,24.8299,46.8098
Unnamed,fast_food,24.827,46.7963
Unnamed,fast_food,24.8229,46.7995
Unnamed,fast_food,24.8228,46.7996
فوال الافراح,restaurant,24.823,46.7994
مطعم أسماك,restaurant,24.8223,46.7999
ستاربكس,cafe,24.741723,46.603655
شاورمر,fast_food,24.81145,46.626135
شاورمر Shawarmer,restaurant,24.81146,46.626162
شاك برجر Shack Burger,restaurant,24.811522,46.626308
جنيه Genneh,bakery,24.812387,46.628336
لقيمات بثينة,bakery,24.812469,46.628524
ذوق الحجازي,restaurant,24.812489,46.628575
عريشة أوراق العنب,restaurant,24.812772,46.629244
تيستي تيس,restaurant,24.813451,46.631227
شاورما دالي,restaurant,24.813493,46.631325
عثمان بيك,restaurant,24.813544,46.631436
أسماك الزيتون,restaurant,24.813588,46.631541
Unnamed,restaurant,24.813745,46.631939
قصر المهراجا,restaurant,24.813786,46.632028
العنابي,restaurant,24.814875,46.6347
سستوريا,restaurant,24.81495,46.634868
سمك,restaurant,24.815171,46.635387
ديب فرايز,restaurant,24.815197,46.635461
مكشكش,restaurant,24.815225,46.635522
فطيرة الشاورما,restaurant,24.81531,46.635719
إبتسامة قهوة,cafe,24.815337,46.635779
رول اند راب,restaurant,24.815364,46.635839
الناضج,restaurant,24.815655,46.636131
Unnamed,restaurant,24.815748,46.637208
كوخ الكشري,restaurant,24.818205,46.642191
شريمبلس,restaurant,24.818237,46.642257
أكلات حجازية,restaurant,24.818266,46.642317
مطعم زهرة الزحل,restaurant,24.81832,46.642448
دونربير,restaurant,24.818386,46.642617
فلافل ثمار,restaurant,24.818405,46.642669
فوال النعمان,restaurant,24.818423,46.642719
مطعم ذوق مغل,restaurant,24.81859,46.643133
بارولي كافيه,cafe,24.817385,46.644058
ميت لوفر,restaurant,24.817311,46.644098
ديوان القرية,cafe,24.817245,46.644134
مطعم القصر للمشويات العراقية,restaurant,24.817119,46.644202
ديوان القرية,cafe,24.81705,46.644235
كوفليت,restaurant,24.81315,46.646073
سموكي هاوس,restaurant,24.813041,46.64613
نورش,restaurant,24.812935,46.646175
د. كيف,cafe,24.81219,46.64668
باستليتا,restaurant,24.811991,46.646296
خبز ونواشف,restaurant,24.81191,46.646092
جافا كافيه,cafe,24.811042,46.647302
اليجرو,cafe,24.810599,46.647384
دانكن دوناتس,cafe,24.807031,46.64916
